Federal Provider Number,Provider Zip Code,Ownership Type,Date First Approved to Provide Medicare and Medicaid services,Overall Rating,Reported RN Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total Amount of Fines in Dollars,Facility age,Government,Non profit,For profit,Young (<33% Percentile),Medium (33%-66% Percentile),Old (>66% Percentile),4- or 5-Star Overall Rating,3-Star Overall Rating,1- or 2-Star Overall Rating,0.75 RN staffing hours per resident day or higher,Under 0.75 RN staffing hours per resident day ,4.1 nurse staffing hours per resident day or higher,Under 4.1 nurse staffing hours per resident day,No fine,Small fine (1-<Median),Large fine (>=Median),No federal deficiencies,Federal deficiencies,Serious federal deficiencies
30E076,03597,Government - County,01/01/1979,5,0.88099,5.06818,0,42,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
265847,65738,For profit - Limited Liability company,11/21/2013,4,0.25699,3.09364,0,7,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,17,0
365487,44117,Non profit - Corporation,03/18/1980,4,0.64112,5.24395,0,40,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,12,2
445024,37601,For profit - Corporation,01/01/1967,5,0.51166,3.52982,0,54,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,4,0
415028,02889,For profit - Corporation,05/01/1970,2,0.45678,3.0634,10150,50,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,8,0
525342,54303,For profit - Corporation,12/01/1983,5,1.14477,3.53917,0,37,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,10,0
325047,88005,For profit - Corporation,05/18/1988,1,0.36134,3.51935,147382,32,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,47,5
676241,75455,For profit - Corporation,12/22/2009,1,0.35426,3.666,0,11,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,16,3
365937,44062,For profit - Corporation,11/01/1993,3,0.5668,4.25006,0,27,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,12,1
425088,29732,For profit - Corporation,06/15/1972,5,0.51199,4.25603,0,48,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,5,0
445335,38024,For profit - Limited Liability company,09/01/1994,3,0.58442,3.47395,0,26,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,9,0
385241,97303,For profit - Corporation,04/01/1994,2,0.5393,4.52069,6633,26,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,47,2
396132,15905,For profit - Partnership,12/01/2011,2,1.0688,3.86319,0,9,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,55,0
675460,75751,For profit - Corporation,11/11/1994,2,0.47556,3.71772,0,26,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,29,0
675496,79364,For profit - Corporation,06/09/1995,2,0.31799,3.40968,0,25,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,35,0
525114,53959,Government - County,01/01/1967,5,1.18608,4.35776,0,54,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
435035,57717,For profit - Limited Liability company,03/10/1986,2,0.66614,3.62923,71078,34,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,29,3
675916,76012,For profit - Corporation,06/20/2002,3,0.3705,3.80244,13627,18,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,19,1
445534,37129,Non profit - Church related,12/03/2018,4,1.38705,5.7816,0,2,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,8,0
555139,90019,For profit - Corporation,12/11/1981,1,0.30802,4.27895,90316,39,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,139,6
395469,17022,For profit - Corporation,05/19/1980,4,0.60895,3.36596,0,40,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,12,2
315527,07040,Non profit - Corporation,05/29/2018,4,2.23542,5.26888,7036,2,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,3,1
535057,82240,Government - County,07/01/2017,3,0.93115,3.55137,0,3,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,26,1
425401,29169,Non profit - Corporation,06/08/2011,5,3.28575,8.82714,0,9,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,16,0
375566,73533,For profit - Partnership,01/04/2016,5,0.25917,5.46715,0,5,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,4,1
555355,95356,For profit - Limited Liability company,05/05/1989,3,0.38787,3.68736,0,31,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,24,3
555757,95035,For profit - Corporation,06/27/2000,3,0.34568,3.52654,37461,20,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,33,1
335484,10461,For profit - Corporation,04/01/1976,4,0.90822,3.32283,0,44,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,8,0
425004,29650,For profit - Individual,01/01/1967,3,0.93046,4.37753,0,54,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,30,0
335130,11357,For profit - Corporation,01/01/1967,5,0.44563,3.42101,0,54,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,5,0
676114,78028,For profit - Corporation,10/01/2006,2,0.27649,3.34362,0,14,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,33,0
675931,78833,For profit - Limited Liability company,09/20/2002,1,0.18107,2.63082,0,18,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,46,1
675075,78648,For profit - Corporation,08/27/1992,4,0.67772,3.56598,0,28,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,8,0
345137,27804,For profit - Corporation,01/01/1976,3,0.39643,3.50889,0,45,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,8,0
366314,43023,Non profit - Corporation,06/24/2005,5,1.59221,5.12029,0,15,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,9,0
525019,54017,Non profit - Corporation,11/01/1977,5,1.09216,3.71784,0,43,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,5,0
366329,44514,For profit - Corporation,10/17/2006,2,0.28453,3.82233,0,14,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,13,1
515125,26033,For profit - Corporation,02/14/1994,4,0.51852,3.48477,0,26,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,11,0
555115,93644,For profit - Limited Liability company,08/06/1979,2,0.60176,3.5445,0,41,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,29,0
375418,74868,For profit - Corporation,08/29/2002,4,0.16275,3.64762,0,18,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,21,0
345542,27705,Non profit - Other,02/11/2008,5,0.98889,2.61667,0,12,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,3,0
365727,44319,For profit - Corporation,01/04/1989,5,0.79255,3.71743,0,32,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,7,0
445284,37807,For profit - Corporation,03/27/1992,1,0.6826,3.20948,12743,28,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,14,2
375562,73505,Government - County,06/19/2014,3,0.18382,3.85944,16900,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,17,3
555872,94702,Non profit - Corporation,07/14/2011,5,0.86125,4.67213,0,9,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,17,0
675374,75061,For profit - Individual,07/26/1994,5,0.88059,3.2655,0,26,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,3,2
315513,08043,For profit - Corporation,02/07/2013,5,1.57457,4.76945,3250,7,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,10,0
366188,43605,Non profit - Corporation,02/10/2000,2,0.41574,3.43737,0,20,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,27,1
676094,77630,For profit - Corporation,03/09/2006,1,0.16318,3.24203,7023,14,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,41,2
335723,10469,For profit - Partnership,05/01/1992,5,0.39098,2.84051,0,28,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,10,0
676312,78227,For profit - Corporation,05/31/2012,4,0.43101,3.33521,0,8,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,16,0
355074,58703,Non profit - Corporation,09/01/1978,2,0.84531,4.83892,0,42,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,31,0
555117,90039,For profit - Corporation,03/15/1979,3,0.47355,3.92071,8800,41,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,43,2
675703,75028,For profit - Corporation,07/28/1997,2,0.30407,3.23883,0,23,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,17,0
385245,97045,For profit - Corporation,06/22/1994,5,0.73616,4.52654,0,26,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,35,0
366387,43026,For profit - Individual,09/10/2010,4,0.42669,3.46758,0,10,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,28,0
285187,68978,Non profit - Corporation,05/01/1996,2,0.9375,3.72983,0,24,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,26,0
305070,03246,Non profit - Church related,04/01/1996,5,0.97091,4.00835,0,24,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,4,0
285156,68718,Non profit - Corporation,11/01/1994,3,0.55292,2.79698,0,26,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,25,0
395103,18510,Non profit - Corporation,01/01/1967,3,0.64588,4.05499,9428,54,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,17,2
38E075,97301,For profit - Corporation,04/01/1980,1,0.25298,4.31034,0,40,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,65,6
525411,53061,For profit - Corporation,12/11/1987,3,0.87349,3.61069,0,33,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,13,1
395828,15931,For profit - Corporation,04/27/1990,1,0.69848,3.41412,0,30,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,73,0
445131,37918,Non profit - Other,03/21/1980,4,0.52637,3.67458,0,40,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,11,0
676427,76667,For profit - Corporation,07/25/2017,4,0.23222,3.37017,0,3,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
425132,29936,For profit - Corporation,08/17/1979,1,0.50894,3.36788,14992,41,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,40,2
425115,29501,For profit - Corporation,07/01/1978,3,0.29983,3.72671,0,42,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,12,2
345411,28786,For profit - Corporation,01/24/1992,3,0.67475,3.41942,11941,29,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,9,1
395333,18848,Non profit - Other,12/01/1975,4,0.79222,3.72184,0,45,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,13,0
675182,79316,Government - Hospital district,10/07/1993,3,0.30409,2.99939,0,27,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,25,0
375383,73111,For profit - Partnership,02/16/2000,2,0.1633,3.42577,0,20,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,35,0
445302,37643,For profit - Corporation,01/15/1993,5,0.37006,2.94156,0,28,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,2,0
395379,17754,For profit - Partnership,10/01/1978,2,0.43746,3.26332,0,42,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,45,0
525313,53590,For profit - Corporation,07/23/1981,1,0.74589,2.63929,0,39,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,54,6
675812,75494,For profit - Limited Liability company,12/09/1999,1,0.68301,3.41681,103047,21,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,27,3
525465,53095,Non profit - Church related,07/01/1990,4,1.11055,3.88735,0,30,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,18,0
395031,17745,Non profit - Corporation,01/01/1967,4,0.87938,4.25379,0,54,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,35,0
365754,43222,For profit - Corporation,09/21/1989,1,0.41698,2.81518,0,31,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,59,0
315231,08080,Non profit - Corporation,06/25/1986,2,0.8694,3.91392,8475,34,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,22,3
366002,44827,For profit - Corporation,06/08/1995,5,0.82166,3.53474,0,25,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,10,0
345514,27856,For profit - Corporation,04/16/2002,4,0.59119,4.72483,0,18,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,6,0
435045,57106,Non profit - Corporation,07/01/1990,2,0.89091,3.87159,38587,30,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,24,1
415004,02891,For profit - Limited Liability company,01/01/1967,3,0.90681,3.519,15033,54,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,5,1
395042,16504,Non profit - Corporation,01/01/1967,5,0.69007,3.38936,0,54,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,12,0
335583,10465,Non profit - Corporation,12/01/1976,5,0.38179,2.95066,0,44,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,5,0
345175,27577,For profit - Corporation,12/01/1977,2,0.53438,3.46314,17332,43,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,4,4
305055,03842,For profit - Corporation,07/01/1995,1,0.57519,3.31556,0,25,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,26,0
675648,77301,Non profit - Corporation,11/14/1996,1,0.37951,3.87886,0,24,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,15,5
675175,75069,For profit - Limited Liability company,10/14/1993,2,0.31716,3.24896,0,27,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,22,0
445388,38585,Non profit - Corporation,01/23/1997,3,0.30145,3.14675,0,24,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,9,0
365612,43724,For profit - Corporation,11/14/1983,1,0.41619,3.61639,28030,37,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,65,4
335285,10977,For profit - Limited Liability company,05/14/1969,5,0.54721,3.94847,0,51,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,5,0
395569,15746,For profit - Corporation,01/13/1983,2,0.69266,3.27983,13790,38,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,38,1
676444,77640,For profit - Corporation,05/29/2018,2,0.2653,4.16948,8291,2,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,10,2
365779,44313,For profit - Corporation,12/28/1989,1,0.42765,2.9121,71887,31,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,60,3
675443,79035,Government - Hospital district,01/10/1995,5,0.61018,3.29269,0,26,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,5,0
445237,37642,For profit - Corporation,09/23/1989,1,0.6651,3.79207,0,31,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,16,0
395298,18634,For profit - Corporation,07/05/1972,2,0.60676,3.48618,84962,48,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,24,2
385250,97504,Non profit - Corporation,12/07/1995,5,0.98184,5.86198,0,25,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,6,0
445433,37043,For profit - Limited Liability company,01/01/2002,4,0.49215,3.25344,0,19,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,3,0
365134,44303,For profit - Corporation,01/01/1967,2,0.26439,2.89975,0,54,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,20,0
525376,53533,Non profit - Corporation,01/01/1985,5,1.56066,4.58693,0,36,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,4,0
675561,75501,For profit - Corporation,11/15/1995,2,0.40328,3.29055,0,25,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,35,1
555403,92260,For profit - Corporation,12/08/1989,2,0.29391,3.97583,0,31,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,34,5
395341,15857,Non profit - Corporation,08/13/1975,4,0.55199,3.44461,0,45,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,11,1
515086,25801,For profit - Limited Liability company,02/24/1989,2,1.07183,4.18132,0,31,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,64,0
46A070,84532,Government - State,02/03/2011,5,1.08704,5.23224,0,9,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,16,0
335772,10304,For profit - Partnership,01/14/1994,2,0.58601,4.9904,0,27,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,13,2
425294,29611,Non profit - Other,11/01/1990,4,0.85973,2.98156,7803,30,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,13,2
675484,77371,For profit - Corporation,05/09/1995,1,0.18705,3.27024,0,25,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,23,0
675008,76043,For profit - Corporation,03/17/1992,4,0.31047,3.49865,0,28,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,4,0
355111,58730,Non profit - Corporation,11/01/1991,4,1.39606,4.04725,0,29,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,17,1
375310,73448,For profit - Individual,08/01/1997,3,0.49958,3.01913,0,23,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,13,0
275043,59804,For profit - Corporation,02/01/1975,4,1.35192,3.88225,43004,45,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,27,2
445207,37660,Non profit - Corporation,10/12/1987,5,0.36502,4.02195,0,33,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,7,0
455705,79912,For profit - Corporation,06/04/1987,3,0.35601,3.56531,0,33,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,21,0
366258,44484,Non profit - Corporation,01/14/2003,4,0.74747,3.50061,0,18,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,12,2
375243,74820,Government - City/county,09/25/1995,3,0.18187,3.09744,6500,25,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,10,1
335408,14559,For profit - Corporation,01/01/1974,4,0.7619,4.88551,0,47,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,8,0
505441,99205,For profit - Corporation,03/01/1992,3,0.86635,3.61074,55754,28,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,52,6
445480,37172,For profit - Limited Liability company,10/07/2005,1,0.40403,3.25502,0,15,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,29,0
676033,76645,Non profit - Church related,08/26/2004,5,0.54488,2.74519,0,16,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,4,0
345568,28405,Non profit - Corporation,06/06/2015,4,1.13694,4.69194,0,5,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,6,0
295017,89106,For profit - Corporation,01/28/1970,3,0.4752,3.61288,0,51,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,46,0
675857,76504,For profit - Corporation,12/21/2000,5,0.29748,3.0995,11210,20,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,6,0
315126,08360,For profit - Corporation,01/01/1975,3,0.54641,3.35953,0,46,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,16,0
555340,90230,For profit - Limited Liability company,03/13/1989,2,0.60634,4.22271,17500,31,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,55,3
676394,75020,For profit - Corporation,11/23/2015,3,0.37155,3.54701,0,5,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,25,1
32E027,87740,Government - State,03/31/1974,5,1.25145,5.6489,0,46,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,18,0
345217,28546,For profit - Corporation,11/25/1981,1,0.44538,3.55344,707098,39,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,17,7
315096,07522,For profit - Limited Liability company,01/07/1969,3,0.74611,3.63151,0,52,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,11,0
366342,44011,For profit - Corporation,05/22/2007,4,0.80136,5.23474,0,13,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,7,0
525546,53061,For profit - Corporation,09/01/1994,5,0.80116,4.15043,0,26,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,11,0
676135,75243,Non profit - Corporation,04/04/2007,5,0.65948,5.14061,0,13,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,18,1
366101,44103,Non profit - Corporation,12/20/1996,1,0.39097,3.96342,78970,24,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,26,4
345003,27103,For profit - Limited Liability company,06/01/1976,4,0.41053,3.50594,13627,44,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,7,1
26E256,64093,For profit - Corporation,03/12/1979,1,0.20423,2.36511,0,41,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,47,0
345551,27705,For profit - Corporation,06/15/2010,1,0.33508,2.62817,14927,10,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,24,2
305088,03104,Non profit - Church related,07/02/1997,5,0.90144,4.80051,0,23,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
285115,68638,For profit - Corporation,02/01/1992,5,0.3595,3.21722,0,28,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,18,0
445473,37725,Government - City/county,01/22/2004,3,0.405,4.35805,0,17,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,4,0
366323,44264,For profit - Corporation,12/08/2005,2,0.29693,2.61291,163596,15,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,22,6
415050,02809,Non profit - Corporation,02/21/1977,2,0.86747,4.27232,13627,43,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,9,2
366270,44076,For profit - Corporation,03/19/2003,1,0.33964,3.53964,13905,17,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,25,3
505183,98408,For profit - Corporation,02/08/1968,2,0.48621,3.72243,7222,52,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,72,2
315289,08043,For profit - Corporation,02/01/1990,5,2.53299,6.52523,0,30,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,6,1
345385,28092,For profit - Corporation,06/24/1991,5,0.5529,2.90973,0,29,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,12,0
675452,78109,For profit - Individual,02/24/1995,2,0.16592,3.08995,0,25,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,19,1
525513,54022,For profit - Corporation,07/01/1993,3,0.79462,3.39131,0,27,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,13,3
366426,44011,For profit - Corporation,05/14/2015,3,0.70931,3.22847,0,5,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,21,1
515134,25311,For profit - Corporation,05/26/1995,2,0.75389,3.89209,0,25,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,65,0
676019,77802,For profit - Corporation,05/19/2004,1,0.2465,3.44475,59021,16,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,23,6
505467,98290,For profit - Individual,01/01/1992,2,0.611,3.52568,47044,29,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,88,6
335382,13021,Non profit - Corporation,10/17/1972,1,0.50101,3.84104,38590,48,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,26,1
525581,53950,Non profit - Corporation,11/01/1995,4,0.99004,3.85683,0,25,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,2,0
495311,23233,Non profit - Church related,08/01/1996,3,0.48268,2.13383,13806,24,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,25,2
455703,77449,For profit - Individual,04/30/1987,1,0.67594,3.16124,86934,33,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,34,5
676371,77459,For profit - Corporation,09/23/2014,2,0.66478,3.16277,94562,6,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,28,6
455538,77619,For profit - Corporation,07/10/1985,2,0.20949,3.09891,0,35,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,18,1
365085,44256,For profit - Partnership,01/01/1967,3,0.59174,3.5308,0,54,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,31,0
435040,57702,For profit - Limited Liability company,02/01/1990,2,0.66133,3.50146,0,30,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,15,0
225773,02043,Non profit - Other,03/12/2009,4,1.04177,4.3566,0,11,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,23,0
335589,13440,For profit - Partnership,08/01/1976,2,0.4686,3.06813,7036,44,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,21,1
345406,27938,For profit - Corporation,10/23/1991,4,0.37934,3.37684,3000,29,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,11,0
345509,28315,For profit - Individual,12/07/2000,1,0.42938,4.01161,1950,20,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,35,1
675220,75956,For profit - Limited Liability company,09/28/1993,1,0.18991,3.13312,14986,27,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,46,5
445310,37326,For profit - Corporation,04/01/1993,2,0.40589,3.47848,0,27,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,14,0
676155,77503,Government - Hospital district,10/05/2007,1,0.32594,3.2893,20993,13,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,14,6
395248,16038,For profit - Corporation,09/23/1968,3,0.42818,2.82657,0,52,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,23,0
525445,53925,For profit - Corporation,11/01/1989,5,0.77768,3.59987,0,31,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,2,0
395018,18103,Non profit - Corporation,01/01/1967,5,1.61873,5.48407,0,54,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,7,0
365559,43912,For profit - Corporation,07/23/1981,1,0.63776,3.48519,232683,39,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,85,12
335092,10035,Government - City,07/01/1970,5,1.5777,4.97079,0,50,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,4,0
345416,27006,Non profit - Corporation,03/10/1992,4,0.92203,4.55393,0,28,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,14,0
555309,92220,For profit - Corporation,04/27/1988,4,0.62047,4.23757,35690,32,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,43,0
525678,54548,For profit - Partnership,07/09/2004,2,1.01709,3.29887,11050,16,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,14,2
315308,07662,For profit - Individual,01/01/1992,5,0.73325,3.39267,0,29,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,13,0
676307,77566,For profit - Corporation,03/21/2012,1,0.35691,3.9772,0,8,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,40,6
